country_tag	good	amount
BSC	leather	0.58639
BSD	iron	2.46145
BSD	copper	2.46145
BSD	tin	2.46145
BSD	lead	2.46145
BSK	beer	2.94152
BSK	fish	2.22
BSK	weaponry	1.45641
BSK	cloth	1.45641
BSK	paper	1.45641
BSK	pottery	1.45641
BSK	tools	0.87384
BSK	masonry	0.7282
BSK	leather	0.72813
BSK	glass	0.5461
BSM	livestock	7.26441
BSM	fiber_crops	2.42147
BSM	ivory	2.42147
BSM	leather	0.8855
BSM	tools	0.84167
BSM	pottery	0.84167
BSM	masonry	0.42082
BSM	weaponry	0.33665
BSM	fine_cloth	0.29518
BSP	lumber	12.6
BST	elephants	10.17208
BST	stone	7.62906
BST	tin	5.08604
BST	fiber_crops	5.08604
BST	rice	5.08604
BST	wild_game	2.54302
BST	legumes	2.54302
BTE	fish	2.423
BTG	lumber	7.26435
BTG	livestock	4.8429
BTG	wild_game	2.82145
BTG	salt	2.42145
BTG	wool	2.42145
BTG	rice	2.42145
BTL	fish	9.45324
BTL	wool	4.72662
BTL	livestock	4.72662
BTL	fruit	4.72662
BTL	horses	2.36331
BTL	salt	2.36331
BTN	pearls	2.42107
BTU	rice	3.16442
BTU	fiber_crops	1.79668
BTU	fish	1.08235
BUD	wheat	4.44
BUL	wool	19.84
BUL	cloth	15.54419
BUL	paper	15.51193
BUL	pottery	15.25087
BUL	liquor	15.19454
BUL	horses	14.88
BUL	lumber	14.88
BUL	wine	14.88
BUL	fish	14.88
BUL	legumes	14.88
BUL	livestock	14.88
BUL	clay	12.4
BUL	fur	12.4
BUL	glass	10.81119
BUL	fiber_crops	9.92
BUL	weaponry	9.35645
BUL	tools	8.79872
BUL	masonry	7.64825
BUL	cotton	7.44
BUL	millet	7.44
BUL	iron	4.96
BUL	dyes	4.96
BUL	wheat	4.96
BUL	fruit	4.96
BUL	beeswax	4.96
BUL	tar	2.97819
BUL	wild_game	2.88
BUL	sand	2.48
BUL	coal	2.48
BUL	goods_gold	2.48
BUL	silver	2.48
BUL	stone	2.48
BUL	salt	2.48
BUL	beer	2.16275
BUL	leather	1.3638
BUR	wine	20.52
BUR	lumber	13.68
BUR	wheat	11.4
BUR	livestock	9.12
BUR	wild_game	8.04
BUR	clay	6.84
BUR	sand	6.84
BUR	salt	6.84
BUR	saffron	6.84
BUR	paper	5.31438
BUR	pottery	2.74274
BUR	weaponry	2.65939
BUR	beer	2.63133
BUR	legumes	2.28
BUR	tools	1.57879
BUR	masonry	1.38081
BUR	leather	1.33713
BUS	fish	4.8423
BUS	iron	2.42115
BUS	goods_gold	2.42115
BUS	stone	2.42115
BUS	lumber	2.42115
BUS	medicaments	2.42115
BWL	wild_game	10.08
BXN	iron	2.2
BXN	fur	2.2
BYM	silver	4.6
BYM	wheat	4.6
BYM	livestock	2.3
BYZ	wine	25.96
BYZ	wool	16.52
BYZ	cloth	16.26477
BYZ	silk	14.16
BYZ	lumber	14.16
BYZ	fish	14.16
BYZ	pottery	12.22191
BYZ	salt	11.8
BYZ	medicaments	9.44
BYZ	wheat	9.44
BYZ	paper	9.25018
BYZ	weaponry	8.98557
BYZ	beer	7.75144
BYZ	dyes	7.71495
BYZ	tools	7.31713
BYZ	sand	7.08
BYZ	iron	7.08
BYZ	fiber_crops	7.08
BYZ	alum	7.08
BYZ	livestock	7.08
BYZ	saltpeter	6.57658
BYZ	fine_cloth	6.16637
BYZ	masonry	6.09761
BYZ	glass	5.78382
BYZ	naval_supplies	5.05952
BYZ	leather	5.04604
BYZ	horses	4.72
BYZ	coal	4.72
BYZ	copper	4.72
BYZ	cotton	4.72
BYZ	fur	4.72
BYZ	olives	4.72
BYZ	beeswax	4.72
BYZ	jewelry	3.50275
BYZ	furniture	3.17488
BYZ	liquor	2.92127
BYZ	goods_gold	2.46
BYZ	clay	2.36
BYZ	tin	2.36
BYZ	gems	2.36
BYZ	marble	2.36
BYZ	saffron	2.36
BYZ	millet	2.36
BYZ	fruit	2.36
BYZ	books	1.91546
BYZ	tar	1.24536
BZH	livestock	2.01893
BZN	millet	4.88456
BZN	marble	2.44228
BZU	livestock	7.26369
BZU	lumber	4.84246
BZU	fur	2.42123
BZU	legumes	2.42123
BZU	pottery	2.40472
BZU	wine	1.19134
BZU	masonry	1.19066
BZU	paper	0.96939
BZU	fine_cloth	0.20954
CAB	wool	2.52
CAB	livestock	2.52
CAM	wheat	6.9
CAS	livestock	152.96
CAS	wheat	147.47
CAS	wool	83.81
CAS	lumber	60.19636
CAS	stone	57.36
CAS	wine	52.58
CAS	fish	45.03002
CAS	leather	42.63398
CAS	pottery	42.11606
CAS	horses	40.63
CAS	legumes	40.63
CAS	iron	38.24
CAS	cloth	35.33272
CAS	paper	34.48925
CAS	weaponry	29.9193
CAS	olives	28.68
CAS	beeswax	26.29
CAS	beer	24.7627
CAS	fur	21.51
CAS	masonry	21.41045
CAS	tools	18.01544
CAS	salt	14.34
CAS	liquor	14.33201
CAS	fiber_crops	11.95
CAS	millet	11.95
CAS	fruit	11.95
CAS	coal	8.96107
CAS	mercury	8.39
CAS	jewelry	7.79142
CAS	alum	7.17
CAS	silver	6.87
CAS	furniture	6.81884
CAS	glass	6.38421
CAS	tar	6.27032
CAS	wild_game	5.58
CAS	clay	4.78
CAS	sand	4.78
CAS	copper	4.78
CAS	tin	4.78
CAS	silk	4.78
CAS	saltpeter	4.78
CAS	lead	2.39
CAS	medicaments	2.39
CAS	gems	2.39
CAS	marble	2.39
CAS	cotton	2.39
CAS	books	2.3544
CAS	naval_supplies	1.82838
CAU	copper	2.42105
CAV	maize	2.53097
CBA	tools	0.6811
CBA	lumber	0.47307
CBH	lumber	2.52
CBK	wild_game	2.85796
CBK	saltpeter	2.45796
CBK	stone	1.8152
CCL	maize	2.82103
CCL	sand	2.42103
CCN	lumber	2.42089
CCP	cocoa	2.42093
CDC	dyes	2.24
CDD	elephants	12.7056
CDL	rice	4.84572
CDL	lumber	4.80736
CDL	copper	2.42286
CDL	marble	2.42286
CDL	cotton	2.42286
CDL	fur	2.42286
CDL	fruit	2.42286
CDL	stone	1.98215
CDL	legumes	0.82377
CDL	pottery	0.65842
CDL	furniture	0.34673
CDL	paper	0.3415
CDL	beer	0.32867
CDL	masonry	0.32603
CDL	leather	0.32294
CDL	weaponry	0.12998
CDL	tools	0.08073
CDL	fine_cloth	0.0652
CEB	lumber	2.42117
CEB	alum	2.42117
CEB	rice	2.42117
CEM	stone	2.24698
CEM	medicaments	2.24698
CEM	beeswax	2.24698
CEP	sand	2.3
CEP	fish	2.3
CEP	livestock	2.3
CER	iron	15.12
CER	lumber	12.6
CER	medicaments	12.6
CER	fruit	12.6
CES	wine	4.48
CES	fruit	2.24
CES	weaponry	1.80658
CES	paper	1.80658
CES	pottery	1.80658
CES	tools	1.08394
CES	masonry	0.90328
CET	lead	4.64
CET	salt	4.64
CET	livestock	2.32
CEV	lumber	2.3
CFC	copper	4.24
CFC	paper	2.45938
CFC	pottery	1.21826
CFC	weaponry	0.98374
CFC	masonry	0.60912
CFC	tools	0.30456
CHA	lumber	32.54303
CHA	fish	18.92979
CHA	tools	14.54464
CHA	masonry	13.29861
CHA	clay	11.0034
CHA	pepper	8.41324
CHA	rice	8.41324
CHA	pottery	6.53643
CHA	stone	6.47808
CHA	cloth	6.47493
CHA	sand	3.73551
CHA	weaponry	3.50622
CHA	leather	3.13127
CHA	fine_cloth	2.56597
CHA	wild_game	2.50331
CHA	furniture	2.49013
CHA	beer	2.32314
CHA	wine	2.30505
CHA	liquor	2.29779
CHA	paper	2.23831
CHA	incense	2.10331
CHA	fruit	2.10331
CHA	beeswax	2.10331
CHA	glass	1.60026
CHA	jewelry	1.166
CHA	books	0.32799
CHD	lumber	30.51684
CHD	wild_game	17.80149
CHD	elephants	12.71535
CHD	iron	2.54307
CHD	dyes	2.54307
CHD	livestock	2.54307
CHD	fruit	2.54307
CHD	beeswax	2.54307
CHG	livestock	133.2018
CHG	wheat	65.98791
CHG	wild_game	39.93358
CHG	wool	37.86708
CHG	legumes	35.1701
CHG	horses	31.16756
CHG	cotton	24.6298
CHG	iron	20.71351
CHG	silk	17.24086
CHG	gems	12.3149
CHG	slaves_goods	12.28096
CHG	fur	12.08091
CHG	pottery	11.56525
CHG	leather	10.89222
CHG	tools	10.67959
CHG	lumber	9.85192
CHG	millet	9.85192
CHG	silver	9.20415
CHG	beeswax	8.77804
CHG	goods_gold	8.20417
CHG	dyes	7.38894
CHG	rice	7.38894
CHG	masonry	6.52605
CHG	clay	5.9333
CHG	sand	5.87528
CHG	cloth	5.73787
CHG	fiber_crops	4.92596
CHG	paper	4.44619
CHG	weaponry	4.29619
CHG	furniture	4.29619
CHG	stone	4.22171
CHG	fine_cloth	4.03738
CHG	tin	3.69447
CHG	glass	3.22214
CHG	fish	2.60582
CHG	copper	2.46298
CHG	lead	2.46298
CHG	salt	2.46298
CHG	mercury	2.46298
CHG	fruit	2.46298
CHG	medicaments	1.73516
CHG	books	1.28883
CHH	legumes	2.43221
CHI	livestock	1665.4365
CHI	wheat	1184.9928
CHI	rice	1046.4796
CHI	fish	639.8773
CHI	pottery	601.7076
CHI	legumes	586.3321
CHI	lumber	576.6407
CHI	clay	484.236
CHI	leather	413.01035
CHI	wine	412.21475
CHI	masonry	399.22897
CHI	tea	394.92618
CHI	fine_cloth	389.62943
CHI	salt	302.8575
CHI	wild_game	295.61234
CHI	cotton	283.4746
CHI	tools	261.50275
CHI	millet	252.78926
CHI	cloth	251.86
CHI	paper	237.85101
CHI	beer	227.24368
CHI	beeswax	197.7779
CHI	fruit	193.8288
CHI	furniture	186.91425
CHI	silk	179.29164
CHI	fur	176.86877
CHI	stone	164.75449
CHI	iron	155.06303
CHI	goods_gold	147.79446
CHI	porcelain	146.59637
CHI	weaponry	144.67166
CHI	medicaments	141.87325
CHI	lacquerware	133.87103
CHI	wool	125.98872
CHI	pepper	123.56586
CHI	horses	121.143
CHI	dyes	119.21591
CHI	sugar	109.0287
CHI	silver	101.76012
CHI	fiber_crops	92.06868
CHI	lead	84.8001
CHI	sand	70.25649
CHI	marble	67.84008
CHI	tin	65.41722
CHI	jewelry	64.17877
CHI	copper	62.99436
CHI	liquor	52.88128
CHI	books	52.02958
CHI	gems	50.88006
CHI	alum	46.03434
CHI	coal	43.61148
CHI	glass	36.16338
CHI	pearls	26.65146
CHI	saltpeter	24.2286
CHI	amber	9.69144
CHI	incense	7.26858
CHI	mercury	4.83076
CHJ	maize	2.5311
CHJ	beeswax	2.5311
CHK	maize	16.92882
CHK	fiber_crops	10.30334
CHK	legumes	5.64294
CHK	fruit	2.82147
CHK	clay	2.42147
CHK	stone	2.42147
CHK	salt	2.42147
CHK	lead	2.0602
CHK	lumber	1.96069
CHK	masonry	1.00664
CHK	medicaments	0.37048
CHL	fiber_crops	2.02332
CHL	millet	2.02332
CHM	maize	12.6552
CHM	beeswax	5.06208
CHM	potato	3.03104
CHM	beer	1.02756
CHM	fine_cloth	0.5718
CHM	masonry	0.47651
CHN	fur	2.02
CHR	wheat	7.44
CHR	liquor	6.63267
CHR	iron	4.96
CHR	fiber_crops	4.96
CHR	lumber	4.96
CHR	livestock	4.96
CHR	beer	3.31683
CHR	tools	3.28191
CHR	leather	3.26499
CHR	weaponry	3.21103
CHR	pottery	3.16909
CHR	cloth	3.13737
CHR	sand	2.48
CHR	fur	2.48
CHR	millet	2.48
CHR	legumes	2.48
CHR	glass	2.46601
CHR	masonry	1.56867
CHT	gems	4.84234
CHT	maize	2.82117
CHT	lumber	2.42117
CHX	wheat	6.72
CHZ	salt	2.42303
CIC	salt	2.5311
CIC	fish	2.5311
CIC	maize	2.5311
CIC	beer	2.19115
CIC	fine_cloth	1.21586
CIC	masonry	1.01322
CIH	fruit	2.8208
CIL	wheat	10.01196
CIL	olives	10.01196
CIL	silk	5.00598
CIL	lumber	5.00598
CIL	saffron	5.00598
CIL	cotton	5.00598
CIL	slaves_goods	2.57096
CIL	iron	2.50299
CIL	tin	2.50299
CIL	wine	2.50299
CIL	beeswax	2.50299
CIL	leather	1.29919
CIL	pottery	0.64327
CIL	weaponry	0.51417
CIL	masonry	0.32163
CIN	legumes	2.42102
CJK	livestock	2.02
CJO	iron	1.0305
CJO	lumber	0.92586
CKL	stone	4.8429
CKL	livestock	4.8429
CKL	lumber	2.42145
CKL	wool	2.42145
CKP	wild_game	2.8211
CKP	maize	2.8211
CKP	legumes	2.8211
CKP	fiber_crops	2.4211
CKP	chili	2.4211
CKP	masonry	0.84615
CKP	fine_cloth	0.59025
CLA	livestock	7.52697
CLA	beeswax	2.42772
CLC	silver	2.42106
CLE	tea	2.42115
CLE	livestock	2.42115
CLI	sand	6.66
CLI	wheat	4.44
CLL	maize	8.46333
CLM	maize	5.6422
CLM	dyes	4.8422
CLM	fish	4.8422
CLM	copper	2.4211
CLM	chili	2.4211
CLM	livestock	2.4211
CLP	beeswax	2.42104
CLQ	medicaments	2.531
CLR	clay	2.36293
CLR	fiber_crops	2.36293
CLR	millet	2.36293
CLR	pottery	1.62646
CLR	beer	1.60963
CLR	cloth	1.50032
CLR	liquor	1.50032
CLR	leather	1.50032
CLR	tools	0.90019
CLR	masonry	0.82394
CLR	weaponry	0.60012
CLT	livestock	9.6
CMA	horses	0.86633
CMA	fish	0.24997
CMN	lumber	27.72
CMN	beer	12.42161
CMN	wild_game	10.08
CMN	glass	8.62494
CMN	jewelry	8.21283
CMN	paper	7.64716
CMN	leather	7.46622
CMN	slaves_goods	7.32148
CMN	fine_cloth	5.97296
CMN	millet	5.04
CMN	masonry	4.71162
CMN	weaponry	4.59497
CMN	cloth	3.73627
CMN	tools	2.23798
CMN	books	1.13439
CMR	wool	6.72
CMS	wool	2.34
CNC	maize	2.53105
CND	fur	12.4307
CND	livestock	9.94456
CND	lumber	7.45842
CND	fish	7.45842
CND	copper	4.97228
CND	wild_game	4.97228
CND	horses	2.48614
CND	clay	2.48614
CND	dyes	2.48614
CND	saffron	2.48614
CND	beeswax	2.48614
CND	slaves_goods	2.33628
CND	pottery	1.26686
CND	tools	0.76505
CND	masonry	0.64182
CND	weaponry	0.58772
CNL	fruit	8.46318
CNN	fiber_crops	2.52335
CNN	millet	2.52335
CNT	lumber	2.42106
CNV	wheat	11
COC	salt	16.94798
COC	wild_game	14.1057
COC	cocoa	12.1057
COC	tobacco	9.68456
COC	dyes	7.26342
COC	cotton	7.26342
COC	fiber_crops	4.84228
COC	medicaments	4.84228
COC	beeswax	2.42114
COC	beer	2.05775
COC	masonry	1.02887
COC	fine_cloth	0.75739
COI	maize	2.82099
COI	beeswax	2.42099
COM	livestock	9.2
COM	lumber	4.6
COM	wool	4.6
CON	livestock	2.42108
COT	wine	4.48
CPN	lumber	2.42086
CRA	fruit	2.42103
CRK	incense	2.42105
CRL	wool	2.52
CRL	fur	2.52
CRO	wild_game	2.7
CRO	horses	2.3
CRO	silver	2.3
CRO	lumber	2.3
CRO	salt	2.3
CRO	wool	2.3
CRO	fur	2.3
CRO	fish	2.3
CRO	legumes	2.3
CRO	olives	2.3
CRO	fruit	2.3
CRO	beeswax	2.3
CRO	beer	1.53001
CRO	weaponry	1.42239
CRO	glass	1.42239
CRO	cloth	1.42239
CRO	liquor	1.42239
CRO	paper	1.42239
CRO	leather	1.42239
CRO	pottery	1.42239
CRO	tools	0.85343
CRO	masonry	0.71119
CRR	wool	2.3
CRR	wheat	2.3
CRT	iron	2.04
CRT	tin	2.04
CRT	wine	2.04
CRT	saffron	2.04
CRT	cotton	2.04
CRT	sugar	2.04
CRT	fish	2.04
CRT	olives	2.04
CRT	naval_supplies	0.60521
CRT	cloth	0.60436
CRT	paper	0.60436
CRT	pottery	0.60436
CRT	glass	0.45327
CRT	tools	0.365
CRT	masonry	0.30217
CSK	tools	0.78032
CSK	iron	0.46818
CSM	fruit	2.82113
CSU	potato	3.03283
CTC	wild_game	2.82108
CTC	medicaments	2.42108
CTE	maize	2.82103
CTL	livestock	4.84212
CTM	cocoa	1.38257
CTM	wild_game	0.75925
CTR	wool	2.54329
CTR	wild_game	2.54329
CTR	wheat	2.54329
CTR	millet	2.54329
CTX	maize	2.8211
CTX	fish	2.4211
CTZ	maize	2.82113
CTZ	fiber_crops	2.42113
CTZ	fish	2.42113
CUI	potato	3.03107
CUI	goods_gold	2.53107
CUI	silver	2.53107
CUI	maize	2.53107
CUL	maize	2.82285
CUO	wild_game	2.82112
CUO	cocoa	2.42112
CUT	lumber	5.08214
CUT	rice	5.08214
CUT	tea	2.54107
CUT	legumes	2.54107
CUT	beeswax	2.54107
CUU	maize	5.6419
CUZ	fruit	2.82105
CVN	livestock	0.44384
CVN	horses	0.26172
CWM	silver	2.36311
CWM	livestock	1.98855
CYA	fruit	5.06206
CYA	potato	3.03103
CYA	wild_game	2.93103
CYA	copper	2.53103
CYA	lumber	2.53103
CYA	cotton	2.53103
CYA	beeswax	2.27551
CYA	fiber_crops	2.04549
CYP	slaves_goods	5.65254
CYP	silk	4.6
CYP	wine	4.6
CYP	cotton	4.6
CYP	sugar	4.6
CYP	leather	2.85642
CYP	copper	2.3
CYP	lumber	2.3
CYP	wheat	2.3
CYP	pottery	1.42855
CYP	weaponry	1.13775
CYP	masonry	0.70713
CZK	wheat	10
CZK	clay	5
CZK	lumber	5
CZK	wool	5
CZK	wild_game	2.5
CZK	millet	2.5
CZL	maize	2.82105
DAA	millet	2.54119
DAI	lumber	43.61886
DAI	rice	38.77232
DAI	fish	21.80943
DAI	masonry	15.45343
DAI	salt	14.53962
DAI	pearls	14.53962
DAI	beeswax	14.53962
DAI	sand	12.44273
DAI	fiber_crops	12.11635
DAI	fruit	12.11635
DAI	beer	8.57308
DAI	weaponry	8.45389
DAI	pottery	6.36981
DAI	leather	5.18226
DAI	cloth	5.09584
DAI	horses	4.84654
DAI	incense	4.84654
DAI	tea	4.84654
DAI	paper	4.20654
DAI	clay	4.0405
DAI	stone	3.64105
DAI	fine_cloth	2.46287
DAI	alum	2.42327
DAI	sugar	2.42327
DAI	legumes	2.42327
DAI	jewelry	2.29159
DAI	liquor	2.26275
DAI	wine	2.24883
DAI	furniture	2.10506
DAI	glass	2.08327
DAI	tools	1.05163
DAI	books	0.31278
DAJ	livestock	26.63243
DAJ	millet	19.36904
DAJ	wild_game	11.28452
DAJ	iron	2.42113
DAJ	leather	1.05548
DAJ	fine_cloth	0.1003
DAM	coffee	2.54098
DAM	millet	2.54098
DAN	wheat	43.32
DAN	fish	15.96
DAN	pottery	12.61233
DAN	legumes	11.4
DAN	leather	9.98981
DAN	tools	9.70556
DAN	horses	9.12
DAN	naval_supplies	7.69285
DAN	sand	6.84
DAN	masonry	6.31279
DAN	beer	5.66985
DAN	lumber	4.56
DAN	salt	4.56
DAN	medicaments	4.56
DAN	millet	4.56
DAN	livestock	4.56
DAN	weaponry	4.33859
DAN	clay	2.28
DAN	stone	2.28
DAN	fiber_crops	2.28
DAN	amber	2.28
DAN	wool	2.28
DAN	beeswax	2.28
DAN	paper	1.74776
DAN	furniture	1.71164
DAN	wine	1.62602
DAN	cloth	1.59124
DAN	liquor	1.59124
DAN	glass	1.20246
DAU	fruit	11.5
DAU	tin	9.2
DAU	fiber_crops	9.2
DAU	wool	6.9
DAU	coal	4.6
DAU	iron	4.6
DAU	lumber	4.6
DAU	alum	4.6
DAU	wine	4.6
DAU	olives	4.6
DAU	stone	2.3
DAW	coffee	7.56
DAW	livestock	2.52
DBD	pepper	45.77544
DBD	fish	25.4308
DBD	rice	15.25848
DBD	fruit	15.25848
DBD	gems	12.7154
DBD	beeswax	12.7154
DBD	sand	10.17232
DBD	medicaments	5.08616
DBD	elephants	5.08616
DBD	tools	1.39806
DBD	beer	0.74807
DBD	pottery	0.69208
DBD	masonry	0.34603
DBE	stone	2.52
DBE	sugar	2.52
DBE	livestock	2.52
DBE	fruit	2.52
DCI	livestock	2.36311
DCN	lumber	4.16195
DCN	stone	2.42115
DCN	legumes	2.42115
DEN	clay	2.34
DFN	livestock	7.62372
DFN	sand	5.08248
DFN	millet	5.08248
DFN	horses	2.54124
DFN	iron	2.54124
DFN	salt	2.54124
DFN	cotton	2.54124
DFN	wool	2.54124
DFN	rice	2.54124
DFN	legumes	2.54124
DFN	wheat	2.34124
DGB	saffron	4.84242
DGB	medicaments	2.42121
DGE	silk	4.76572
DGE	legumes	4.76572
DGE	slaves_goods	4.40917
DGE	wine	2.38286
DGE	saffron	2.38286
DGE	cotton	2.38286
DGE	wool	2.38286
DGE	wheat	2.38286
DGE	millet	2.38286
DGE	fruit	2.38286
DGE	cloth	2.20458
DGE	pottery	1.10219
DGE	paper	1.09154
DGE	furniture	1.09154
DGE	masonry	0.55109
DGE	leather	0.54572
DGE	weaponry	0.4366
DGE	glass	0.40928
DGE	books	0.32745
DGL	fish	2.54292
DGR	marble	10.08
DGR	wild_game	10.08
DHF	incense	7.15863
DHF	fish	4.77242
DHF	sugar	2.38621
DHJ	lumber	1.02546
DHK	pearls	2.52
DHM	wool	4.4
DHM	coal	2.2
DHU	cotton	12.6
DHU	dyes	10.08
DHU	marble	10.08
DHU	glass	9.59898
DHU	copper	7.56
DHU	cloth	6.88612
DHU	paper	6.27761
DHU	leather	6.27761
DHU	slaves_goods	6.15591
DHU	fine_cloth	5.64984
DHU	tools	4.10461
DHU	masonry	3.96153
DHU	weaponry	3.83958
DHU	books	0.92337
DHU	jewelry	0.90306
DIE	marble	4.44
DIL	clay	2.26328
DIL	livestock	2.26328
DIL	leather	1.72568
DIL	slaves_goods	1.62481
DIL	pottery	0.88123
DIL	masonry	0.44646
DIL	weaponry	0.32496
DIL	tools	0.20309
DIM	elephants	5.08218
DIM	lumber	2.54109
DIM	fruit	2.54109
DIS	lumber	2.16
DIT	fish	4.8
DJE	sand	2.36143
DJE	fruit	0.6423
DLH	cotton	546.6827
DLH	wheat	298.69604
DLH	livestock	205.9595
DLH	sugar	170.36157
DLH	legumes	157.64803
DLH	wild_game	152.5626
DLH	beer	144.31877
DLH	millet	142.39175
DLH	rice	122.05008
DLH	elephants	119.50737
DLH	fruit	119.50737
DLH	glass	119.37177
DLH	wool	114.42195
DLH	silk	109.33653
DLH	lumber	106.79382
DLH	weaponry	97.73886
DLH	dyes	96.62298
DLH	leather	93.49928
DLH	fine_cloth	88.88464
DLH	cloth	82.4046
DLH	paper	81.33685
DLH	jewelry	77.09469
DLH	tools	59.21018
DLH	sand	55.93962
DLH	stone	55.93962
DLH	slaves_goods	53.61708
DLH	salt	48.31149
DLH	medicaments	43.22607
DLH	ivory	30.39994
DLH	clay	25.4271
DLH	tin	25.4271
DLH	horses	22.88439
DLH	masonry	22.15132
DLH	saltpeter	17.79897
DLH	books	15.46901
DLH	fiber_crops	15.25626
DLH	pepper	15.25626
DLH	iron	12.71355
DLH	pottery	9.37791
DLH	incense	7.62813
DLH	alum	7.62813
DLH	fish	7.62813
DLH	beeswax	7.62813
DLH	silver	5.08542
DLH	copper	2.54271
DLH	lead	2.54271
DLH	pearls	2.54271
DLH	marble	2.54271
DLH	naval_supplies	2.02162
DMB	fruit	2.22145
DMI	fiber_crops	2.48
DMI	wheat	2.48
DML	salt	2.22333
DMS	wool	9.45308
DMS	fiber_crops	2.36327
DMS	salt	2.36327
DMS	fish	2.36327
DMS	beeswax	2.36327
DNB	legumes	2.12
DNG	lumber	2.38144
DNG	medicaments	2.38144
DOG	stone	2.52
DOG	lumber	2.52
DOG	wild_game	2.52
DOI	iron	0.47204
DOM	horses	2.42107
DPH	stone	2.22
DRE	wheat	2.3
DRG	wild_game	11.2
DRG	copper	2.4
DRG	goods_gold	2.4
DRG	livestock	2.4
DRP	fiber_crops	10.08
DRU	clay	2.28
DRU	lumber	2.28
DRU	livestock	2.28
DRW	livestock	22.68
DSN	millet	2.22333
DSN	livestock	2.22333
DTE	lumber	0.79144
DTE	tools	0.72504
DTI	lumber	25.2
DTI	wild_game	12.6
DTI	livestock	7.56
DTM	beer	4.11447
DTM	coal	2.12
DTM	weaponry	2.09115
DTM	glass	2.03896
DTM	cloth	2.03896
DTM	paper	2.03896
DTM	leather	2.03896
DTM	pottery	2.03896
DTM	tools	1.22337
DTM	masonry	1.01947
DUL	lumber	14.9184
DUL	wool	9.9456
DUL	livestock	4.9728
DUL	horses	2.4864
DUL	stone	2.4864
DUL	legumes	2.4864
DUL	slaves_goods	1.87404
DUL	leather	0.98931
DUL	pottery	0.47033
DUL	weaponry	0.41195
DUL	masonry	0.23278
DUN	lead	2.22
DUN	wine	2.22
DWG	lumber	0.246
DWS	fruit	9.6858
DWS	livestock	7.26435
DWS	sand	2.42145
DWS	wheat	2.22145
EGL	wild_game	2.24781
EGL	fur	2.24781
EIC	medicaments	2.2
EIC	wool	2.2
ELA	rice	10.08
ELL	medicaments	2.22
ELY	livestock	4.62335
ENG	wool	94.16
ENG	wheat	81.32
ENG	fish	38.52
ENG	wild_game	36.50933
ENG	cloth	23.80861
ENG	livestock	23.54
ENG	fruit	23.54
ENG	pottery	22.84122
ENG	tools	22.733
ENG	weaponry	22.57534
ENG	leather	22.09301
ENG	salt	19.26
ENG	horses	17.12
ENG	iron	17.12
ENG	beer	15.81086
ENG	fiber_crops	14.98
ENG	beeswax	14.98
ENG	lead	12.84
ENG	lumber	12.84
ENG	masonry	11.44313
ENG	liquor	11.35687
ENG	clay	10.7
ENG	stone	10.7
ENG	tin	10.7
ENG	millet	10.7
ENG	legumes	10.7
ENG	coal	8.56
ENG	sand	6.42
ENG	copper	4.28
ENG	medicaments	4.28
ENG	alum	4.28
ENG	marble	4.28
ENG	saffron	4.28
ENG	silver	2.14
ENG	naval_supplies	0.82579
ENN	coffee	5.08286
ENN	stone	2.54143
ENN	lumber	2.54143
ENN	millet	2.54143
ENN	livestock	2.54143
EPI	lumber	4.96
EPI	fish	4.96
EPI	olives	4.96
EPI	horses	2.48
EPI	clay	2.48
EPI	medicaments	2.48
EPI	gems	2.48
EPI	wool	2.48
EPI	fruit	2.48
EPI	beeswax	2.48
EPI	cloth	0.59047
EPI	liquor	0.59047
EPI	paper	0.59047
EPI	pottery	0.59047
EPI	glass	0.44285
EPI	tools	0.35428
EPI	masonry	0.29523
ERB	livestock	2.22
ERE	livestock	25.54974
ERE	wool	20.57706
ERE	slaves_goods	14.10918
ERE	clay	11.8317
ERE	legumes	9.74536
ERE	cloth	7.50867
ERE	saffron	7.45902
ERE	pottery	7.10113
ERE	tools	7.05458
ERE	alum	6.85902
ERE	iron	4.77268
ERE	stone	4.77268
ERE	silk	4.57268
ERE	lumber	4.57268
ERE	fruit	4.57268
ERE	beeswax	4.57268
ERE	furniture	3.66748
ERE	paper	3.54959
ERE	masonry	3.52728
ERE	jewelry	3.49284
ERE	dyes	2.48634
ERE	wine	2.48634
ERE	horses	2.28634
ERE	sand	2.28634
ERE	salt	2.28634
ERE	glass	1.99364
ERE	weaponry	1.40304
ERE	books	1.0705
ERF	fiber_crops	6.36
ERF	pottery	3.1541
ERF	beer	2.38843
ERF	jewelry	1.71782
ERF	paper	1.67693
ERF	masonry	1.57705
ERF	cloth	1.56167
ERF	liquor	1.56167
ERF	furniture	1.56167
ERF	weaponry	1.26163
ERF	tools	0.78852
ERF	glass	0.78077
ERF	books	0.46848
ERF	dyes	0.31232
ERM	horses	2.02332
ERM	fish	2.02332
ERM	millet	2.02332
ESS	coal	2.2
ETA	legumes	9.2
ETA	wheat	2.3
ETH	wheat	38.1435
ETH	stone	22.8861
ETH	livestock	12.7145
ETH	legumes	7.6287
ETH	slaves_goods	7.15661
ETH	tools	6.05165
ETH	pottery	5.78153
ETH	clay	5.0858
ETH	sand	5.0858
ETH	iron	5.0858
ETH	copper	5.0858
ETH	lumber	5.0858
ETH	cotton	5.0858
ETH	sugar	5.0858
ETH	millet	5.0858
ETH	fruit	5.0858
