tag	chinese_name
el_obeid	埃尔奥贝德
elounda	埃隆达
el_qasr	埃尔卡斯尔
el_qoseir	埃尔库赛尔
elsfleth	埃尔斯弗莱特
el_sheikh	埃尔谢赫
elton	埃尔顿
el_tor	埃尔托尔
elvas	埃尔瓦什
elverum	埃尔韦鲁姆
ely	伊利
emasulia	埃马苏利亚
emba	恩巴
emden	埃姆登
emei	峨眉
emet	埃梅特
emin	额敏
eminabad	埃米纳巴德
emirdag	埃米尔达格
emuer	额木尔
ena	埃纳
endirey	恩迪雷伊
enez	埃内兹
enghien	昂吉安
enguzud	恩古祖德
enhe_hada	恩和哈达
enhua	恩华
enice	埃尼切
enisala	埃尼萨拉
enjebara	恩杰巴拉
enkoping	恩雪平
ennis	恩尼斯
enniskillen	恩尼斯基林
enping	恩平
ensisheim	恩西赛姆
entraigues	昂特赖格
enugu	埃努古
enzhou	恩州
epe	埃佩
epernay	埃佩尔奈
epinal	埃皮纳勒
eqlid	埃格利德
erbach	埃尔巴赫
erbach_swabia	埃尔巴赫施瓦本
erbil	埃尔比勒
ercis	埃尔奇什
erdao	二道
erding	埃尔丁
eregli	埃雷利
eregli_kar	埃雷利卡尔
erenkhot	仁浩特
eretreia	埃雷特里亚
erfurt	埃尔福特
ergani	埃尔加尼
erigavo	埃里加沃
eringiin	额仁
ermenek	埃尔梅内克
ermioni	埃尔米奥尼
ernan	尔南
erode	埃罗德
erongaricuaro	埃龙加里夸罗
eroo	额尔奥
er_rich	埃尔里奇
erris	埃里斯
eruh	埃鲁赫
erzin	埃尔津
erzincan	埃尔津詹
erzurum	埃尔祖鲁姆
esashi	江刺
eschenbach	埃申巴赫
eschwege	埃施韦格
escurial	埃斯科里亚尔
esfarayen	埃斯法拉延
esgueira	埃斯盖拉
eskil	埃斯基尔
esna	伊斯纳
eso	埃索
espakeh	埃斯帕克赫
espe	埃斯佩
espiel	埃斯皮尔
essen	埃森
este	埃斯特
estella	埃斯特利亚
estremoz	埃斯特雷莫什
esztergom	埃斯泰尔戈姆
etain	埃坦
etampes	埃唐普
etawah	埃塔瓦
etrek	埃特雷克
etzatlan	埃萨特兰
eumseong	阴城
eutin	奥伊廷
evian	埃维昂
evora	埃武拉
evreux	埃夫勒
evur	埃武尔
ewu	鄂吴
ewyas	埃维亚斯
exeter	埃克塞特
eynegol	埃内戈尔
eyvan	埃万
eyvanekey	埃万内基
ezerenai	埃泽雷奈
fabriano	法布里亚诺
fachi	法希
fadak	法达克
fadisheh	法迪谢赫
faenza	法恩扎
fagaras	弗格拉什
fahraj_narmashir	法赫拉杰纳尔马希尔
fahrej	法赫雷杰
faiyum	法尤姆
fakenham	法肯纳姆
falaise	法莱斯
falenki	法连基
falkoping	法尔雪平
fallingbostel	法林博斯特尔
falster	法尔斯特
falun	法伦
famagusta	法马古斯塔
fana	法纳
fanakat	法纳卡特
fanchang	繁昌
fancheng	樊城
fandene	凡德内
fangcheng	方城
fangling	房陵
fangshan	房山
fangshan_lishi	房山离石
fanxian	范县
fanyang	范阳
faqus	法库斯
farah	法拉赫
farakala	法拉卡拉
faramana	法拉马纳
faran	法兰
faras	法拉斯
farasan	法拉桑
farashband	法拉什班德
faraveh	法拉韦赫
fardawsa	法尔道萨
farfan	法尔凡
farhadgerd	法尔哈德格尔德
faridkot	法里德科特
farim	法林
fariman	法里曼
farim_iran	法里姆伊朗
farkhor	法尔霍尔
farnebo	法尔内博
faro	法鲁
farsala	法尔萨拉
farumad	法鲁马德
fasa	法萨
fastiv	法斯蒂夫
fatehabad	法泰哈巴德
fatezh	法捷日
fathabad	法塔哈巴德
faucigny	福西尼
fayd	法伊德fayzabad	费扎巴德
fayzabad	法扎巴德
fecamp	费康
fehervar	费赫瓦尔
feicheng	费城
feihu	飞狐
feira	费拉
feixian	费县
feldbach	费尔德巴赫
feldkirch	费尔德基希
feldkirchen	费尔德基兴
felegyhaza	费莱吉哈佐
feltre	费尔特雷
felvint	费尔温特
fengcheng	丰城
fengcheng_fengcheng	丰城
fengchuan	凤川
fengdu	丰都
fengfu	凤府
fenghua	奉化
fengjie	奉节
fengle	丰乐
fengqiu	封丘
fengrun	丰润
fengxi	凤溪
fengxian	奉先
fengxiang	凤翔
fengxin	奉新
fengzhou	丰州
fenning	汾宁
fenouillet	费努耶
fenxi	汾西
fenyi	分宜
fereydunshahr	费雷敦沙赫尔
fergana	费尔干纳
feriana	费里亚纳
fermo	费尔莫
fermoselle	费尔莫塞列
fermoy	费莫伊
ferns	费恩斯
ferrara	费拉拉
ferrette	费雷特
ferrol	费罗尔
feurs	费尔
fez	非斯
ficarolo	菲卡罗洛
figeac	菲雅克
figueira	菲盖拉
figuig	菲吉格
fin	芬
finalborgo	菲纳尔博尔戈
fingal	芬戈尔
finike	菲尼凯
finisterre	菲尼斯特雷
fiorenzuola	菲奥伦佐拉
firabr	菲拉布尔
firozkoh	菲鲁兹科赫
firozpur	菲罗兹普尔
firuzabad	菲鲁扎巴德
firuzabad_bahraich	菲鲁扎巴德
firuzkuh	菲鲁兹库赫
firuzkuh_afghanistan	菲鲁兹库赫
fischhausen	菲施豪森
fishguard	菲什加德
flekkefjord	弗莱克菲尤尔
flensburg	弗伦斯堡
flesberg	弗莱斯贝格
flint	弗林特
flix	弗利克斯
floda	弗洛达
florac	弗洛拉克
florence	佛罗伦萨
florina	弗洛里纳
foca	福恰
focsani	福克沙尼
fofa	福法
foggia	福贾
foix	富瓦
fomena	福梅纳
fomin_gorodok	福明戈罗多克
fominichi	福米尼奇
fontenay	丰特奈
foping	佛坪
forcalquier	福卡尔基耶
forchheim	福希海姆
forfar	福法尔
forssa	福尔萨
fosdinovo	福斯迪诺沃
foshnya	福什尼亚
fosna	福斯纳
fougeres	富热尔
foum_zguid	富姆祖吉德
fraga	弗拉加
francavilla	弗兰卡维拉
frankenberg	弗兰肯贝格
frankfurt	法兰克福
frassinoro	弗拉西诺罗
frauenfeld	弗劳恩费尔德
freiberg	弗莱贝格
freiburg	弗赖堡
freienwalde	弗赖恩瓦尔德
freising	弗赖辛
freistadt	弗赖施塔特
frejus	弗雷瑞斯
french_ales	法兰西阿莱斯
fresnes	弗雷讷
freyburg	弗赖堡
fribourg	弗里堡
friedberg	弗里德贝格
friedberg_hesse	弗里德贝格
friesach	弗里萨赫
friesoythe	弗里索伊特
frombork	弗龙堡
froso	Froso
frutigen	弗鲁蒂根
frydlant	弗里德兰特
fryksdal	弗里克斯达尔
fryvaldov	弗里瓦尔多夫
fuan	福安
fucheng	阜城
fucheng_hejian	阜城
fuchi	富池
fuchuan	富川
fuchuan_ningxia	富川
fuenteovejuna	丰特奥韦胡纳
fuentiduena	丰蒂杜埃尼亚
fufeng	扶风
fugeshi	富格什
fugou	扶沟
fugu	府谷
fuji	富士
fulda	富尔达
fuliang	浮梁
fuman	富满
fumin	富民
funai	府内
funing	阜宁
funing_huaian	阜宁
funtua	丰图阿
funza	丰萨
fuping	富平
fuping_xian	富平
fuqiang	富强的
fuqing	福清
furstenberg	菲尔斯滕贝格
furstenfeld	菲尔斯滕费尔德
fushan	福山
fushan_jiaozhou	福山
fushan_muping	福山
fushi	福什
fushu	富庶
fushui	富水
fushun	抚顺
fushun_liaoyang	抚顺
futakata	方形
futi	富堤
futian	福田
fuwa	福和
fuwa_mino	福和
fuxin	阜新
fuyang	阜阳
fuyang_hangzhou	富阳
fuzhou	福州
fuzhou_guangnan	福州
fuzhou_liaoyang	福州
fuzhou_sichuan	福州
fuzhou_songpan	福州
fuzhou_yanan	福州
gabes	加贝斯
gabin	加宾
gacko	加茨科
gadag	加达格
gadchiroli	加德奇罗利
gadegara	加德加拉
gadwal	加德瓦尔
gaeju	介休
gaeryeong	高灵
gaeta	加埃塔
gafsa	加夫萨
gagi	加吉
gagraun	加格劳恩
gahato	加哈托
gairloch	盖尔洛赫
gaiseni	盖塞尼
gaizhou	盖州
galati	加拉茨
galbyn_gobi	加尔宾戈壁
galich	加利奇
galisteo	加利斯特奥
galkayo	加尔卡尤
galle	加勒
gallipoli	加利波利
gallipoliita	加利波利塔
galo	加洛
galway	戈尔韦
gambaga	甘巴加
gambaru	甘巴鲁
gambia	冈比亚
gambo	甘博
gamou	加穆
gampola	甘波拉
gamrun	甘姆伦
gan	赣
gandamak	甘达马克
gandava	甘达瓦
ganden_delingshar	甘丹德令沙
ganderbal	甘德巴尔
gandersheim	甘德斯海姆
gandia	甘迪亚
gandikota	甘迪科塔
gandzasar	甘德扎萨尔
gane	加内
ganen	甘恩
gangadvara	甘加德瓦拉
ganggye	刚溪
gangtok	甘托克
ganja	甘贾
ganjam	甘贾姆
ganlygala	甘利加拉
gannata_giyorgis	甘纳塔吉约尔吉斯
ganquan	甘泉
ganserndorf	甘瑟恩多夫
ganxian	赣县
ganyu	赣榆
ganyushkino	加纽什基诺
ganze	甘孜
ganzhou	赣州
gao	高
gaoan	高安
gaocheng	藁城
gaocheng_suizhou	高城
gaomi	高密
gaoming	高明
gaoping	高平
gaoqiao	高桥
gaotai	高台
gaotang	高唐
gaoyang	高阳
gaoyang_baoding	高阳
gaoyao	高要
gaoyou	高邮
gaoyuan	高原
gaoyuan_jinan	高原
gap	加普
gapsan	甲山
gapyeong	加平
garacad	加拉阿德
garadoume	加拉杜梅
garalo	加拉洛
garandoili	加兰多伊利
garbahare	加尔巴哈雷
gardelegen	加尔德莱根
gardez	加德兹
gardman	加德曼
gardr	加德尔
gargando	加尔甘多
garha	加尔哈
garhwa	加尔赫瓦
garmisch	加米施
garmsir	加尔姆西尔
garoowe	加罗韦
garoumale	加鲁马莱
gartok	加尔托克
garun_gabas	加伦加巴斯
garwolin	加尔沃林
gaur	高尔
gavrilovskoye	加夫里洛夫斯科耶
gawilgarh	加威尔加尔
gaxun_gobi	嘎顺戈壁
gaya	加雅
gaya_n	加雅
gayny	加伊尼
gayo_lues	加约卢埃斯
gaza	加沙
gazanjyk	加赞吉克
gazrin_chuluu	加兹林楚鲁
gdansk	格但斯克
gdov	格多夫
gebergeyel	盖贝尔盖耶尔
gechak	格查克
gecheng	葛城
gedi	盖迪
gediz	盖迪兹
geertruidenberg	赫尔特鲁伊登贝赫
gefle	耶夫勒
gegen	格根
gegong	格工
gegou	葛沟
gelanggi	格兰吉
geldern	格尔德恩
geledi	格莱迪
gemer	盖梅尔
gemerek	盖梅雷克
gemona	杰莫纳
genc	根奇
gendebelo	根德贝洛
geneseo	热内塞奥
geneve	日内瓦
gengdang	耿当
gengma	耿马
genoa	热那亚
geochang	高昌
geoje	巨济
georgievskoye	格奥尔基耶夫斯科耶
gera	格拉
gerace	杰拉切
gerdauen	格尔德奥
gerede	盖雷德
geregia	盖雷吉亚
gereshk	格里什克
gergal	格尔加尔
gerger	格尔格尔
gergeri	盖尔盖里
gerik	盖里克
gerit	格里特
germersheim	格默斯海姆
germi	盖尔米
gerze	盖尔泽
geshitsa	格希察
gestenthorpe	格斯顿索普
geumseong	金星
gex	热克斯
geziyandun	格孜亚墩
ghadames	加达梅斯
ghampur	甘普尔
ghansor	甘索尔
ghardaia	加尔达耶
ghariyan	加里扬
gharm	加尔姆
ghasipura	加西普拉
ghassasa	加萨萨
ghat	加特
ghatgaon	加特冈
ghatsila	加特西拉
ghazipur	加济普尔
ghazni	加兹尼
ghent	根特
gheorgheni	格奥尔盖尼
ghobeyra	戈贝拉
ghormach	戈尔马奇
ghorveh	戈尔韦
ghotki	戈特基
ghumayqah	古迈卡
giannitsa	詹尼察
gibraltar	直布罗陀
gidhaur	吉德豪尔
giedraiciai	吉德赖恰伊
gien	日安
giessen	吉森
gifhorn	吉夫霍恩
gigen	吉根
gilan_gharb	吉兰加尔布
gildeskal	吉尔德斯考尔
gilgit	吉尔吉特
gilju	吉州
gillberg	吉尔贝格
gilyuy	吉留伊
gimje	金堤
gimpil_darjaalan	金皮尔达尔贾兰
gingee	金吉
ginzo_de_limia	欣索德利米亚
giresun	吉雷松
girgenti	吉尔真蒂
girin_ula	吉林乌拉
girona	赫罗纳
gisors	日索尔
giurgiu	久尔久
giza	吉萨
gjakova	贾科瓦
gladsax	格拉德萨克斯
gladzor	格拉佐尔
glamoc	格拉莫奇
glarus	格拉鲁斯
glasgow	格拉斯哥
glauchau	格劳豪
glavacioc	格拉瓦乔克
glaz	格拉兹
glendalough	格伦达洛
glogow	格沃古夫
glommadal	格洛马达尔
glossop	格洛索普
gloucester	格洛斯特
glubczyce	格武布奇采
glubocica	格卢博奇察
glushkovo	格卢什科沃
gmunden	格蒙登
gniew	格涅夫
gniezno	格涅兹诺
goa	果阿
goalpara	戈阿尔帕拉
goaso	戈阿索
goba	戈巴
gobindpur	戈宾德普尔
godagari	戈达加里
gode	戈代
goeju	兴州
gogol	戈戈尔
goito	戈伊托
goju	兴州
gokabat	戈卡巴特
gokak	戈卡克
gokju	兴州
gokseong	谷城
goksholm	戈克肖尔姆
goksun	戈克松
golashkerd	戈拉什克尔德
golconda	戈尔孔达
goleniow	戈莱纽夫
golere	戈莱雷
golhisar	戈尔希萨尔
golino	戈利诺
golmin_salggiyan	戈尔明萨尔吉延
golpayegan	戈尔帕耶甘
goly_karamysh	戈利卡拉梅什
gomel	戈梅利
gomene	戈梅内
gomsi	戈姆西
gomu	戈穆
gonabad	戈纳巴德
gonc	贡奇
gonda	贡达
gondal	贡达尔
gonder	贡德尔
gonen	格南
gonga_chode	贡加乔德
gongan	公安
gonganbao	公安堡
gongcheng	恭城
gongjiang_jurchen	公江
gongju	公州
gongkar	贡嘎
gongshan	贡山
gongxian	珙县
goniadz	戈尼亚兹
gonjo	贡觉
gonkri	贡克里
gonpatsi	贡帕齐
goppingen	格平根
gora	戈拉
goraghat	戈拉加特
gorakhpur	戈勒克布尔
gorbatovo	戈尔巴托沃
gordes	戈尔德
gorele	戈雷莱
gorgan	戈尔甘
gori	戈里
gori_gori	戈里
goris	戈里斯
gorizia	戈里齐亚
gorkha	廓尔喀
gorkovskoye	戈尔科夫斯科耶
gorlitz	格尔利茨
gorlos	郭罗斯
gorodechnya	戈罗杰奇尼亚
gorodets	戈罗杰茨
gorodetsk	戈罗杰茨克
gorodets_luga	戈罗杰茨
gorodishche	戈罗季谢
gorodishna	戈罗季什纳
goroditse_megra	戈罗季采
gorodok	戈罗多克
gorodovikovsk	戈罗多维科夫斯克
gorokhovets	戈罗霍韦茨
gorontalo	哥伦打洛
goronyo	戈罗尼奥
gorouol	戈鲁奥尔
goroz	戈罗兹
gorzow	戈茹夫
goseong	固城
goslar	戈斯拉尔
gossi	戈西
gostynin	戈斯蒂宁
gotha	戈塔
gottingen	哥廷根
goudooumaria	古杜马里亚
goumbou	贡布
goundam	贡达姆
goupingguan	沟平关
gourdon	古尔东
goure	古雷
gourma_rharous	古尔马哈鲁斯
gowa	戈瓦
goychay	戈伊恰伊
goynuk	盖伊努克
grabow	格拉博夫
grabowiec	格拉博维茨
grachevka	格拉乔夫卡
gradac	格拉达茨
gradina	格拉迪纳
gradiski_brod	格拉迪什基布罗德
grafenau	格拉芬瑙
granada	格拉纳达
granadilla	格拉纳迪利亚
grancey	格朗塞
grandpre	格朗普雷
grange	格兰奇
grantham	格兰瑟姆
grasse	格拉斯
gratia	格拉蒂亚
gravia	格拉维亚
gray	格雷graz	格拉茨
graz	格拉茨
great_zimbabwe	大津巴布韦
gremi	格雷米
grenland	格陵兰
grenoble	格勒诺布尔
gresik	格雷西克
grevena	格雷韦纳
grevesmuhlen	格雷韦斯米伦
griesbach	格里斯巴赫
grigoropolisskaya	格里戈罗波利斯卡亚
grimma	格里马
grimmen	格里门
grimsby	格里姆斯比
grindsted	格林兹泰兹
grobina	格罗比纳
grodek	格罗德克
grodkow	格罗德库夫
grodno	格罗德诺
grodzisk_wielkopolski	大波兰地区格罗济斯克
grojec	格罗耶茨
gromatukha	格罗马图哈
groningen	格罗宁根
grosseto	格罗塞托
grudziadz	格鲁琼兹
grundsunda	格伦松达
gruyere	格鲁耶尔
gruzino	格鲁济诺
gryazovets	格里亚佐韦茨
gryfia_gora	格里菲亚山
gryfow	格雷夫夫
grythyttan	格里许坦
guadalajara	瓜达拉哈拉
guadalupe	瓜达卢佩
guadix	瓜迪克斯
guamonial	瓜莫尼亚尔
guan	关
guancheng	管城
guancheng_zhengzhou	郑州管城
guanfu	官富
guangan	广安
guangchang	广昌
guangde	广德
guanghai	广海
guanghua	光华
guangji	广济
guangling	广陵
guangnan	广南
guangning	广宁
guangning_zhaoqing	肇庆广宁
guangping	广平
guangshan	光山
guangsuoling	广索岭
guangxi	广西
guangze	光泽
guangzhou	广州
guangzong	广宗
guantao	馆陶
guanyang	灌阳
guanzhou	光州
guarda	瓜尔达
guastalla	瓜斯塔拉
guayangareo	瓜扬加雷奥
guazhou	瓜州
gubakha	古巴哈
gubbio	古比奥
guben	古本
gubio	古比奥
gucheng	固城
gucheng_jingzhou	荆州固城
gucheng_xi	西固城
gucheng_zhending	真定固城
guchung	古昌
gudamalani	古达马拉尼
gudur	古杜尔
guelma	盖勒马
guerande	盖朗德
guercif	盖尔西夫
guereda	盖雷达
gueret	盖雷
guettara	盖塔拉
gugera	古格拉
guichi	贵池
guide	贵德
guidong	桂东
guihua	归化
guiigu_yudxi	贵古尤德西
guildford	吉尔福德
guiling	桂林
guimaraes	吉马良斯
guiping	桂平
guire	桂日
guise	吉斯
guishan	龟山
guishun	归顺
guixi_guangxin	贵溪广信
guixin	桂新
guiyang_chenzhou	郴州桂阳
guiyang_hengyang	贵阳衡阳
guizhou_guizhou	贵州桂州
guizhou_xunzhou	浔州桂州
gujou	古州
gujrat	古吉拉特
gulang	古浪
gulbarga	古尔伯加
gulbene	古尔贝内
gulcha	古尔恰
guliang	古浪
gulin	古蔺
gulistan	古利斯坦
gulja	固勒扎
gulmi	古尔米
gulshara	古尔沙拉
guma	古马
gumbinnen	贡宾嫩
gumel	古梅尔
gummersbach	古默斯巴赫
gumus	古穆什
gumushane	居米什哈内
guna	古纳
gunma	群马
gunnaur	古瑙尔
gunt	贡特
guntur	贡土尔
gunung_sahilan	贡永萨希兰
gunung_sugih	贡永苏吉
gunupur	古努普尔
gunzburg	金茨堡
guochuan	国川
guohuo	国货
guolimu	郭里木
guozhou	郭州
gura_galbenei	古拉加尔贝内伊
gurgaon	古尔冈
gurghiu	古尔吉乌
gurkyang	古尔姜
gurramkonda	古拉姆孔达
gurun	古鲁恩
gusau	古绍
gushan	孤山
gushi	固始
gustrow	居斯特罗
gutian	古田
gutti	古蒂
guwahati	古瓦哈提
guwan	古万
guzelhisar	古泽尔希萨尔
guzhang	古丈
guzhen	固镇
guzhou	谷州
guzor	古佐尔
gwa	格瓦
gwadar	瓜达尔
gwalior	瓜廖尔
gwangju	光州
gwaram	瓜拉姆
gwatar	瓜塔尔
gwiju	龟州
gyama	加麻
gyamda	江达
gyanema	加内马
gyantse	江孜
gyeongju	庆州
gyeongseong	京城
gynaikokastro	吉奈科卡斯特罗
gyor	杰尔
haapai	哈阿派
habban	哈班
habiyah	哈比耶
hachberg	哈赫贝格
hacibektas	哈吉贝克塔什
hadamar	哈达马尔
haderslev	哈泽斯莱乌
hadiach	哈佳奇
hadibu	哈迪布
hadishahr	哈迪沙赫尔
haditha	哈迪塞
hadiya	哈迪亚
hadjer_haddid	哈杰尔哈迪德
hadong	河东
haeju	海州
haenam	海南
haerhhana	哈尔哈纳
hafar_al_batin	哈费尔巴廷
hafik	哈菲克
haga	哈加
hagenow	哈根诺夫
hagios_pavlos	哈吉奥斯帕夫洛斯
haguenau	阿格诺
haifeng	海丰
haihaer	海哈尔
haikang	海康
hail	哈伊勒
hailang	海浪
hailar	海拉尔
hailing	海陵
hailun	海伦
haimen	海门
haining	海宁
haiyan	海盐
haiyang	海阳
haizhou_liaoyang	辽阳海州
hajar	哈贾尔
hajduszoboszlo	豪伊杜索博斯洛
hajiabad	哈吉阿巴德
hajipur	哈吉普尔
hajjah	哈贾
hajjiabad	哈吉阿巴德
hajjiabad_zarrindasht	哈吉阿巴德扎林达什特
hajner	哈杰纳
hajnowka	哈努夫卡
hajo	哈若
hakata	博多
hakkari	哈卡里
hala	哈拉
halaban	哈拉班
halas	哈拉斯
halberstadt	哈尔伯施塔特
halden	哈尔登
haldensleben	哈尔登斯莱本
haleri	哈莱里
halesi	哈莱西
hali	哈利
hall	哈尔
halle_an_der_saale	萨勒河畔哈雷
hallein	哈莱因
hallingdal	哈林达尔
halmstad	哈尔姆斯塔德
halshany	哈尔沙内
halych	哈利奇
hama	哈马
hamadan	哈马丹
hamar	哈马尔
hamaroy	哈马罗伊
hambantota	汉班托塔
hamburg	汉堡
hamelin	哈默尔恩
hamheung	咸兴
hami	哈密
hamidiyeh	哈米迪耶
hamm	哈姆
hammamet	哈马马特
hammerdal	哈默尔达尔
hammerfest	哈默菲斯特
hammershus	哈默斯胡斯
hamrange	哈姆兰格
hanagal	哈纳加尔
hanau	哈瑙
hanawa	花轮
hancheng	韩城
hanchuan	汉川
handan	邯郸
handbord	汉德博尔德
handia	汉迪亚
hangu	汉沽
hanguang	汉光
hangu_romania	汉古罗马尼亚
hangzhou	杭州
hanimmei	汉尼梅
hanle	汉勒
hanol	汉诺尔
hanover	汉诺威
hansan	韩山
hanshan	含山
hansi	汉西
hanyang	汉阳
hanyin	汉阴
hanyuan	汉源
hanzawa	花泽
haomen	豪门
hapcheon	陕川
hapsal	哈普萨卢
hapur	哈普尔
haql	哈克尔
harad_al_ahsa	哈拉德哈萨
harad_asir	哈拉德阿西尔
haradok	哈拉多克
harandzuvan	哈兰祖万
haranka	哈兰卡
harar	哈勒尔
harardhere	哈拉德雷
harat	哈拉特
harburg	哈尔堡
harbuzynka	哈尔布津卡
harcourt	哈考特
harderwijk	哈德韦克
hardoi	哈尔多伊
haresabad	哈雷萨巴德
hargan	哈甘
hargaya	哈加亚
hargeisa	哈尔格萨
harib	哈里卜
harishpur	哈里什普尔
harlau	哈尔劳
harlech	哈莱克
harlingen	哈林根
harmancik	哈尔曼哲克
harnosand	哈讷桑德
harput	哈尔普特
harran	哈兰
harrand	哈兰德
harris	哈里斯
harrow	哈罗
harro_walabu	哈罗瓦拉布
harsova	哈尔索瓦
harunabad	哈鲁纳巴德
has	哈斯
hasakah	哈塞克
hasankale	哈桑卡莱
hasankeyf	哈桑凯伊夫
hasar	哈萨尔
hashatjin	哈沙特金
hashtrud	哈什特鲁德
haskovo	哈斯科沃
hassan_karnataka	哈桑卡纳塔克
hasselt	哈瑟尔特
hassfurt	哈斯富特
hastings	黑斯廷斯
hata	波多
hateg	哈采格
hatera	哈特拉
haterk	哈特克
hatthigiripura	哈提吉里普拉
hatunqulla	哈通库利亚
hatunsaray	哈通萨莱
haugalandet	豪格兰
haungtharaw	鸿沙罗
ha_va_nguon	夏瓦源
havelberg	哈费尔贝格
haveri	哈韦里
havero	哈韦罗
hawraman	哈乌拉曼
hayami	速见
haylan	海兰
haymana	哈伊马纳
hayq	哈伊克
hayrabolu	海拉博卢
hays	海斯
hazarasp	哈扎拉斯普
hazaribagh	哈扎里巴格
hazro	哈兹罗
hebin	鹤宾
hebron	希伯伦
heby	海比
hechi	河池
hede	海德
hedemora	海德莫拉
hedesunda	海德松达
hedingham	海丁厄姆
hedmarksvidda	海德马克斯维达
hedong	河东
hefei	合肥
hehe	和河
heide	海德
heidelberg	海德堡
heidenheim	海登海姆
heilbronn	海尔布隆
heiligenhafen	海利根哈芬
heinsberg	海因斯贝格
heishui	黑水
heizhang	黑章
hejian	河间
hejiang	赫江
hejin	河津
hekikai	贺岐海
helfenstein	赫尔芬施泰因
hellin	耶林
helmond	海尔蒙德
helmstedt	黑尔姆施泰特
helong	和龙
helsingborg	赫尔辛堡
helsinge	赫尔辛格
helsingor	赫尔辛格
hendijan	亨迪詹
henei	河内
hengshan	衡山
hengshui	衡水
hengyang	衡阳
heni	海尼
henley	亨利
hennebont	亨讷邦
heoryeong	兴宁
heping	和平
hepu	合浦
heqing	鹤庆
hequ	河曲
hequ_wuding	河曲武定
herat	赫拉特
hereford	赫里福德
hereti	赫雷蒂
heris	赫里斯
herjolfsnes	赫约尔夫斯内斯
hermagor	赫尔马戈尔
herment	埃尔芒
herrera	埃雷拉
hersfeld	赫斯费尔德
hertford	赫特福德
hertogenbosch	斯海尔托亨博斯
herzberg	赫茨贝格
herzfelde	赫茨费尔德
hesdin	埃丹
heshui	合水
heshun	和顺
hetu_ala	赫图阿拉
heungyang	兴阳
heves	赫维什
hexham	赫克瑟姆
heyang	河阳
heyang_xian	河阳县
heyuan	河源
hezhong	河中
hezhou	贺州
hezhou_he	贺州河
hiambouli	希安布利
hidaka	日高
hienuki	干布
hieraniony	希拉尼奥内
higashikanbara	东蒲原
higashikubiki	东颈城
higashimatsuura	东松浦
higashimuro	东牟娄
higashiokitama	东置赐
higashisonogi	东彼杵
higashiusuki	东臼杵
hijli	希吉利
hikami	冰上
hiki	比企
hildburghausen	希尔德堡豪森
hildesheim	希尔德斯海姆
hillah	希拉
hilo	希洛
hinai	比内
hinglaj	欣格拉杰
hinis	希尼斯
hino	日野
hinthada	兴实达
hiraka_aomori	平贺青森
hirmata	希尔马塔
hirson	希尔松
hisar	希萨尔
hishikari	菱刈
hissar	希萨尔
hit	希特
hita	日田
hiw	希瓦
hiyama	桧山
hizan	希赞
hjo	希约
hjorring	约灵
hlohovec	洛霍韦茨
hlucin	卢钦
hlukhiv	赫卢希夫
hlusk	赫卢斯克
hlybokaye	赫卢博卡耶
hlynne	赫林内
hmawbi	罕茂比
hoan_chau	欢州
hoboksar	和布克赛尔
hoborg	霍堡
hobyo	霍比奥
hocabail	霍卡拜尔
hochob	霍乔布
hodod	霍多德
hodonin	霍多宁
hoengcheon	横川
hoeyang	淮阳
hof	霍夫
hofgeismar	霍夫盖斯马尔
hogdal	霍格达尔
hohenberg	霍亨贝格
hoi	会
hoifa	辉发
holar	霍拉尔
holeylan	霍莱兰
holic	霍利奇
hollabrunn	霍拉布伦
hollola	霍洛拉
holmur	霍尔穆尔
holstebro_lundenes	霍尔斯特布罗伦德内斯
holtalen	霍勒伦
holzminden	霍尔茨明登
hombori	洪博里
homs	霍姆斯
honaz	霍纳兹
hong_chau	鸿州
hongcheon	洪川
hongju	洪州
hongsa	洪沙
hongshui	红水
hongtong	洪洞
hongxian	红县
hongyuan	红原
honnavara	霍纳瓦拉
hont	洪特
hoorn	霍伦
horb	霍尔布
horki	霍尔基
hormuz	霍尔木兹
horn	霍恩
hornborg	霍恩堡
horodnia	霍罗德尼亚horodok	霍罗多克
horodok	戈罗多克
horodyshche	霍罗迪谢
horoshino	霍罗希诺
horstmar	霍斯特马尔
hosap	霍萨普
hoshangabad	霍桑加巴德
hoskote	霍斯科特
hostoticpac	霍斯托蒂帕克
hot	霍特
hotalich	霍塔利奇
hotin	霍京
houguan	侯官
houmi	侯密
hounde	洪德
hoveyzeh	霍韦伊泽
hovtva	霍夫特瓦
hoxter	赫克斯特
hoya	霍亚
hoyerswerda	霍耶斯韦达
hpa_an	八莫
hradec_kralove	赫拉德茨-克拉洛韦
hradiste	赫拉迪什捷
hryshyne	赫雷希内
hsenwi	兴威
hsipaw	昔卜
htamanthi	德曼提
htigyaing	德格央
htilin	德林
huacheng	花城
huachi	华池
huafeng	华丰
huaian	淮安
huaihua	怀化
huaiji	怀集
huailai	怀来
huaining	怀宁
huairen	怀仁
huairou	怀柔
huaiyuan	怀远
huaiyuan_mizhi	怀远（米脂）
huaiyuan_rongzhou	怀远（融州）
huajuapan	华华潘
huaman_karpa	瓦曼卡尔帕
huamanpata	瓦曼帕塔
huamelula	瓦梅卢拉
huancachaca	万卡查卡
huandacareo	万达卡雷奥
huangan	黄安
huangcaoba	黄草坝
huanggang	黄冈
huanglong	黄龙
huangmei	黄梅
huangpi	黄陂
huangping	黄平
huangxian	黄县
