location_name	total_population	total_urban_pop
gadag	50.888000	0.000000
gadchiroli	101.756000	0.022000
gadegara	31.947000	0.003000
gadubanud	0.136000	0.000000
gadwal	65.571000	0.000000
gaeju	26.896000	0.009000
gaeryeong	20.303000	0.009000
gaeta	41.622000	1.892000
gafsa	12.026000	0.008000
gagi	4.794000	0.009000
gagraun	80.409000	0.000000
gahato	1.517000	0.000000
gaia	7.234000	0.000000
gaiman	4.324000	0.000000
gainou	0.008000	0.000000
gairloch	3.081000	0.011000
gaiseni	8.445000	0.009000
gaizhou	30.867000	0.004000
gakona	0.210000	0.000000
galaagu	0.576000	0.000000
galati	4.811000	0.009000
galbyn_gobi	8.644000	0.004000
galeana	4.057000	0.000000
galibal	0.359000	0.000000
galich	10.133000	0.000000
galinhas	23.782000	0.000000
galisteo	5.900000	0.008000
galkayo	10.105000	0.007000
galle	74.015000	0.012000
gallipoli	15.669000	2.156000
gallipoliita	32.142000	0.102000
galo	2.104000	0.004000
galway	8.936000	1.940000
galyax	0.280000	0.000000
gambaga	8.472000	0.016000
gambaru	7.645000	0.016000
gambela	23.622000	0.000000
gamberre	0.208000	0.000000
gambia	13.896000	0.016000
gambo	19.838000	0.008000
game_ti	0.159000	0.000000
gameleira	6.708000	0.000000
gamka	0.080000	0.000000
gamo	14.751000	0.000000
gamou	26.611000	0.005000
gampola	53.683000	0.012000
gamrun	5.360000	0.007000
gan	4.136000	0.004000
gan_gan	3.750000	0.000000
gana	1.471000	0.000000
gana_damate	13.073000	0.000000
gananggalinda	0.600000	0.000000
gananoque	1.084000	0.000000
ganaraska	0.318000	0.000000
ganatchio	1.583000	0.000000
ganda	4.757000	0.000000
gandamak	74.064000	0.010000
gandava	81.410000	0.092000
ganden_delingshar	5.487000	0.004000
ganderbal	6.697000	0.028000
gandersheim	13.022000	0.003000
gandia	23.201000	0.008000
gandikota	72.378000	0.006000
gandzasar	5.384000	0.024000
gane	1.048000	0.005000
ganen	46.025000	0.004000
gangadvara	24.692000	0.005000
gangela	4.125000	0.000000
ganggalida	0.603000	0.000000
ganggye	19.726000	0.031000
gangtok	9.583000	0.015000
gangulu	0.421000	0.000000
gani_koe	0.212000	0.000000
ganja	18.152000	0.033000
ganjam	54.514000	0.006000
ganlygala	1.424000	0.000000
gannata_giyorgis	13.906000	0.008000
ganneious	0.318000	0.000000
ganquan	21.349000	0.004000
ganserndorf	21.068000	0.026000
ganxian	52.503000	0.004000
ganyu	49.883000	0.004000
ganyushkino	3.297000	0.004000
ganze	12.426000	0.020000
ganzhou	68.155000	6.227000
gao	48.093000	4.834000
gaoan	231.947000	0.004000
gaocheng	38.295000	0.004000
gaocheng_suizhou	13.144000	0.004000
gaomi	128.279000	0.004000
gaoming	22.538000	0.004000
gaoping	50.926000	0.004000
gaoqiao	87.364000	0.004000
gaotai	32.935000	0.004000
gaotang	13.023000	0.004000
gaoui	28.202000	0.000000
gaoyang	25.305000	0.004000
gaoyang_baoding	16.759000	0.004000
gaoyao	73.903000	0.004000
gaoyou	139.832000	0.004000
gaoyuan	12.654000	0.004000
gaoyuan_jinan	50.550000	0.004000
gap	31.729000	0.009000
gapsan	21.940000	0.012000
gapyeong	5.438000	0.004000
garabito	26.175000	0.053000
garacad	4.296000	0.007000
garadoume	10.548000	0.017000
garafraxa	1.615000	0.000000
garalo	7.652000	0.034000
garandoili	14.530000	0.016000
garbahare	14.268000	0.007000
gardelegen	13.224000	0.000000
gardez	29.418000	0.012000
gardman	6.586000	0.011000
gardr	0.083000	0.009000
garengaze	14.488000	0.000000
gargando	2.970000	0.017000
garha	46.459000	0.021000
garhwa	23.503000	0.011000
gari	8.632000	0.000000
garibams	0.047000	0.000000
gariep	0.758000	0.000000
garingbal	0.559000	0.000000
garmisch	9.347000	0.001000
garmsir	7.144000	0.010000
garoowe	6.577000	0.007000
garoumale	11.611000	0.016000
garreh	35.182000	0.000000
gartok	2.979000	0.004000
garu	5.121000	0.000000
garun_gabas	14.419000	0.016000
garwolin	20.335000	0.000000
gashowu	0.491000	0.000000
gaspe	0.318000	0.000000
gattaran	0.747000	0.000000
gaua	0.414000	0.000000
gaur	139.314000	10.120000
gavrilovskoye	9.764000	0.000000
gawakomitigweia	0.318000	0.000000
gawilgarh	104.102000	0.000000
gaxun_gobi	3.711000	0.004000
gaya	232.804000	0.000000
gaya_n	13.375000	0.016000
gayardilt	0.412000	0.000000
gayiri	0.751000	0.000000
gayny	3.699000	0.000000
gayo_lues	2.815000	0.007000
gayon	4.818000	0.000000
gaza	17.872000	0.010000
gazanjyk	3.548000	0.001000
gazrin_chuluu	2.661000	0.004000
gazzllatin	0.701000	0.000000
gbabiri	16.222000	0.000000
gbepleu	26.918000	0.000000
gdansk	33.357000	1.268000
gdov	6.290000	0.012000
geawegal	0.366000	0.000000
gebergeyel	8.850000	0.000000
gechak	4.614000	0.004000
gecheng	24.348000	0.004000
gedi	41.350000	0.000000
gediz	35.929000	0.072000
geelong	0.252000	0.000000
geertruidenberg	21.777000	0.006000
gefle	7.940000	0.009000
gegen	15.384000	0.004000
gegong	15.937000	0.004000
gegou	154.705000	0.004000
gelanggi	8.177000	0.000000
geldern	30.346000	0.018000
geledi	14.483000	0.008000
gellivaara	0.292000	0.000000
gembu	17.978000	0.000000
gemer	16.298000	0.008000
gemerek	21.224000	0.005000
gemona	34.188000	0.009000
genc	12.468000	0.000000
gendebelo	20.617000	0.008000
generostee	1.740000	0.015000
geneseo	3.320000	0.000000
geneve	7.846000	4.725000
gengdang	13.904000	0.003000
gengma	19.277000	6.224000
genoa	148.212000	6.264000
geochang	12.673000	0.014000
geoje	19.516000	0.014000
georgievskoye	1.264000	0.000000
gera	45.644000	0.038000
gerace	30.439000	0.008000
gerdauen	5.346000	0.000000
gerede	22.685000	0.072000
geregia	15.061000	0.016000
gereshk	9.274000	0.010000
gergal	7.039000	0.008000
gerger	100.000000	0.000000
gergeri	6.372000	0.000000
gerik	15.499000	0.007000
gerit	3.036000	0.007000
germersheim	29.855000	0.006000
germi	15.999000	0.022000
gerze	48.263000	0.009000
geshitsa	9.303000	0.024000
gestenthorpe	13.599000	0.011000
geumseong	6.582000	0.004000
gex	11.452000	0.009000
geynyan	0.445000	0.000000
geziyandun	4.258000	0.004000
ghadames	1.414000	0.006000
ghampur	83.453000	0.000000
ghansor	69.605000	0.007000
ghardaia	19.878000	0.009000
ghari	7.065000	0.000000
ghariyan	14.853000	0.008000
gharm	7.218000	0.001000
ghasipura	27.027000	0.009000
ghassasa	37.762000	0.017000
ghat	1.438000	0.008000
ghatgaon	39.781000	6.086000
ghatsila	64.914000	0.005000
ghazipur	153.091000	0.000000
ghazni	50.014000	4.457000
ghent	62.742000	2.666000
gheorgheni	11.024000	0.009000
ghobeyra	1.050000	0.007000
ghormach	13.650000	0.007000
ghorveh	4.562000	0.008000
ghotki	73.361000	0.011000
ghumayqah	4.734000	0.028000
giannitsa	16.252000	0.008000
gibraltar	3.561000	0.008000
gichthanne	7.067000	0.016000
gidhaur	215.789000	0.000000
gidi_tika	0.701000	0.000000
giedraiciai	4.960000	0.000000
gien	16.109000	0.000000
giessen	16.307000	0.005000
gifhorn	22.570000	0.002000
gigen	13.992000	0.009000
giiwas	0.701000	0.000000
gilan_gharb	4.836000	0.006000
gildeskal	0.181000	0.002000
gilgel_beles	11.253000	0.000000
gilgit	6.344000	0.136000
gilju	18.758000	0.012000
gillberg	2.008000	0.008000
gilyuy	1.801000	0.004000
gimbi	9.586000	0.000000
gimje	19.043000	0.009000
gimpil_darjaalan	5.752000	0.004000
ginebig	0.420000	0.000000
gingee	74.328000	0.003000
ginoogaming	0.106000	0.000000
ginzo_de_limia	16.091000	0.008000
gioro	2.148000	0.000000
giraiwurung	0.197000	0.000000
giresun	42.665000	0.009000
girgenti	30.214000	1.900000
girin_ula	52.716000	0.038000
girona	36.052000	2.340000
gisors	53.664000	0.009000
gitxsanimaax	0.159000	0.000000
giurgiu	6.379000	0.009000
giwitatigweiasibi	2.693000	0.000000
giya	0.245000	0.000000
giza	188.948000	0.012000
gizhiga	0.157000	0.000000
gjakova	11.263000	0.217000
gladsax	21.432000	0.008000
gladzor	3.241000	0.004000
glamoc	15.486000	0.010000
glarus	6.356000	0.002000
glasgow	10.842000	0.000000
glauchau	14.079000	0.030000
glavacioc	9.988000	0.009000
glaz	13.514000	0.010000
glendalough	1.752000	0.000000
glexwe	32.731000	0.000000
glogow	14.368000	0.005000
glommadal	1.665000	0.008000
glossop	17.126000	0.000000
gloucester	29.148000	0.000000
glubczyce	10.428000	0.000000
glubocica	15.535000	0.010000
glukharinyi	0.157000	0.000000
glushkovo	7.661000	0.003000
gmaap	0.808000	0.000000
gmunden	22.689000	0.012000
gniew	7.632000	0.127000
gniezno	12.454000	0.000000
gnowoo	0.616000	0.000000
goa	40.557000	3.275000
goalpara	61.354000	0.009000
goana_para	3.464000	0.000000
goaso	33.454000	0.016000
goat_creek	0.212000	0.000000
goba	11.184000	0.008000
gobindpur	89.793000	0.000000
gochacalla	8.844000	0.000000
godagari	141.188000	0.016000
gode	18.389000	0.008000
goeju	3.199000	0.004000
gogai	0.718000	0.000000
gogodala	2.580000	0.000000
gogol	5.546000	0.000000
gohayo	3.760000	0.000000
goianas	5.039000	0.000000
goito	28.733000	0.009000
gojijin	0.425000	0.000000
goju	7.582000	0.004000
gokabat	13.662000	0.005000
gokak	61.199000	0.000000
gokju	10.388000	0.004000
gokseong	9.357000	0.009000
goksholm	7.842000	0.009000
goksun	32.252000	0.000000
golashkerd	1.637000	0.007000
golconda	81.732000	0.013000
goleniow	12.940000	0.000000
golere	4.733000	0.016000
golhisar	20.157000	0.000000
golino	5.231000	0.004000
golmin_salggiyan	10.453000	0.011000
golo_muiassa	9.906000	0.000000
golpayegan	3.395000	0.007000
goly_karamysh	7.370000	0.000000
gombe	17.812000	0.000000
gomel	17.778000	0.008000
gomene	11.865000	0.000000
gomsi	8.962000	0.002000
gomu	9.326000	0.005000
gonabad	3.463000	0.000000
gonaqua	0.775000	0.000000
gonc	21.673000	0.008000
gonda	131.427000	0.000000
gondal	147.083000	0.018000
gonder	16.105000	0.008000
gondokoro	30.673000	0.000000
gonen	24.162000	0.000000
gonga_chode	6.859000	0.004000
gongan	20.592000	0.004000
gonganbao	3.601000	0.008000
gongcheng	4.697000	0.004000
gongjiang_jurchen	71.261000	0.013000
gongju	6.662000	0.009000
gongkar	9.816000	0.004000
gongshan	6.936000	0.004000
gongxian	53.590000	0.004000
goniadz	5.594000	0.000000
gonjo	8.370000	0.020000
gonkri	0.008000	0.000000
gonogochi	3.265000	0.000000
gonpatsi	2.949000	0.004000
good_hope	0.159000	0.000000
goodpaster	0.210000	0.000000
gooniyandi	0.948000	0.000000
goppingen	22.129000	0.016000
gora	2.292000	0.000000
gorachouqua	0.010000	0.000000
goraghat	118.121000	0.008000
gorakhpur	95.982000	0.000000
gorbatovo	7.576000	0.005000
gordes	4.473000	0.000000
gore	16.551000	0.000000
gorele	39.403000	0.009000
goreng	0.385000	0.000000
gorgan	18.723000	0.012000
gori	30.676000	0.006000
gori_gori	1.261000	0.006000
goringhaikona	0.010000	0.000000
goringhaiqua	0.006000	0.000000
goris	3.914000	0.011000
gorizia	6.296000	0.040000
gorkha	26.028000	0.012000
gorkovskoye	0.489000	0.008000
gorlitz	33.079000	0.180000
gorlos	114.146000	0.004000
gorodechnya	4.545000	0.000000
gorodets	7.275000	0.000000
gorodets_luga	1.538000	0.000000
gorodetsk	7.990000	0.021000
gorodishche	9.254000	0.000000
gorodishna	3.100000	0.010000
goroditse_megra	2.494000	0.000000
gorodok	12.759000	0.016000
gorodovikovsk	1.498000	0.002000
gorokhovets	7.359000	0.003000
gorongoza	9.205000	0.000000
gorontalo	6.964000	0.024000
goronyo	15.015000	0.016000
goroti_kumrenhtx	17.254000	0.000000
gorouol	9.398000	0.017000
goroz	5.934000	0.012000
gorrones	8.179000	0.000000
gorzow	10.146000	0.001000
gosaoie	0.106000	0.000000
goseong	11.283000	0.009000
goslar	11.477000	0.729000
gossi	3.899000	0.017000
gostynin	4.585000	0.000000
gotera	19.828000	0.000000
gotha	12.442000	0.000000
gotheye	8.417000	0.000000
gottingen	32.787000	1.671000
goudel	4.363000	0.000000
goudooumaria	11.299000	0.016000
goulfey	10.881000	0.000000
goumbou	4.743000	0.017000
goundam	4.886000	0.017000
goundi	12.179000	0.000000
goupingguan	17.486000	0.004000
gourdon	20.987000	0.000000
goure	11.286000	0.016000
gouriqua	1.021000	0.000000
gouritsmond	0.021000	0.000000
gourma_rharous	4.518000	0.017000
gouveia	3.341000	0.000000
gowa	41.580000	0.024000
gowtano	0.701000	0.000000
goychay	7.604000	0.002000
goynuk	26.446000	0.000000
grabow	36.980000	0.006000
grabowiec	14.529000	0.004000
grachevka	3.589000	0.000000
gradac	15.256000	0.218000
gradina	11.841000	0.010000
gradiski_brod	20.062000	0.010000
grafenau	17.219000	0.038000
granada	151.717000	4.357000
granadilla	10.620000	0.008000
grancey	23.997000	0.000000
grand_bassam	22.549000	0.000000
grand_lahou	28.456000	0.000000
grand_manan	0.106000	0.000000
grandpre	23.420000	0.009000
grange	1.216000	0.008000
granite	0.420000	0.000000
grant	0.701000	0.000000
grant_creek	0.210000	0.000000
grantham	24.470000	0.000000
grass_creek	0.701000	0.000000
grasse	24.479000	0.009000
gratesk	0.097000	0.000000
gratia	9.646000	0.009000
gravia	17.933000	0.008000
gray	41.934000	0.009000
grayling	0.210000	0.000000
graz	36.076000	7.834000
great_zimbabwe	37.859000	0.186000
gremi	17.227000	0.006000
grenland	1.279000	0.008000
grenoble	47.210000	0.009000
gresi	0.868000	0.000000
gresik	60.555000	0.007000
grevena	10.934000	0.009000
grevesmuhlen	24.400000	0.014000
gribingui	13.692000	0.000000
griekwastad	0.758000	0.000000
griesbach	17.417000	0.011000
grigoropolisskaya	1.566000	0.000000
grimma	32.656000	0.006000
grimmen	26.830000	0.019000
grimsby	34.870000	0.000000
grindsted	9.034000	0.008000
grobina	8.407000	0.028000
grodek	4.760000	0.000000
grodkow	10.782000	0.003000
grodno	12.660000	0.008000
grodzisk_wielkopolski	9.302000	0.000000
grojec	7.677000	0.000000
gromatukha	1.663000	0.004000
groningen	16.554000	1.555000
grosseto	15.661000	0.009000
grudziadz	7.546000	0.007000
grundsunda	1.009000	0.009000
gruyere	19.434000	0.027000
gruzino	3.125000	0.000000
gryazovets	5.130000	0.000000
gryfia_gora	11.873000	0.011000
gryfow	12.705000	0.004000
grythyttan	2.025000	0.008000
guacata	0.561000	0.000000
guacayakima	2.469000	0.000000
guachichil	5.464000	0.000000
guachoyo	2.299000	0.016000
guadalajara	23.430000	0.016000
guadalupe	9.921000	0.008000
guadix	21.880000	0.008000
guadual	6.612000	0.000000
guaduas	24.902000	0.000000
guahaba	1.102000	0.000000
guahan	32.473000	0.000000
guaiana	4.827000	0.000000
guaimaro	1.100000	0.000000
guaimas	2.539000	0.017000
guaitaca	9.288000	0.000000
guaitaka	3.439000	0.000000
guaja	3.339000	0.000000
guajajara	2.562000	0.000000
guajara	2.104000	0.000000
guajobos	4.033000	0.000000
guajoquilla	1.785000	0.000000
gualamba	1.342000	0.000000
gualas	2.161000	0.000000
gualeguas	1.264000	0.000000
gualeguay	2.308000	0.000000
guama	1.836000	0.000000
guamanmayo	47.871000	0.000000
guamonial	0.984000	0.007000
guamuhaya	0.861000	0.000000
guan	15.827000	0.004000
guana	5.528000	0.000000
guanabo	0.469000	0.000000
guanacevi	1.381000	0.000000
guanahani	1.670000	0.000000
guanamacabibes	0.655000	0.000000
guanambi	7.395000	0.000000
guanare	13.656000	0.000000
guanay	25.397000	0.000000
guancavilca	30.706000	0.000000
guancheng	8.922000	0.004000
guancheng_zhengzhou	62.118000	6.227000
guanchenis	21.033000	0.000000
guandacol	1.810000	0.000000
guanfu	41.420000	0.004000
guangan	15.643000	0.004000
guangchang	111.317000	0.004000
guangde	197.215000	0.004000
guanghai	123.352000	0.004000
guanghua	10.926000	0.004000
guangji	61.495000	0.004000
guangling	23.309000	0.004000
guangnan	9.800000	0.003000
guangning	17.088000	0.004000
guangning_zhaoqing	30.337000	0.004000
guangping	78.591000	0.004000
guangshan	16.187000	0.004000
guangsuoling	3.395000	0.004000
guangxi	5.359000	0.004000
guangze	37.245000	0.004000
guangzhou	76.743000	6.227000
guangzong	37.325000	0.004000
guaniguanico	3.272000	0.000000
guanima	0.278000	0.000000
guanimar	0.956000	0.000000
guanipa	4.390000	0.000000
guantanamo	0.931000	0.000000
guantao	14.803000	0.004000
guanyang	44.663000	0.004000
guanzhou	13.338000	0.004000
guaquili	4.962000	0.016000
guaraca	1.780000	0.000000
guarapiri	3.562000	0.000000
guarapuava	10.843000	0.000000
guarasugwa	5.982000	0.000000
guarasugwe	0.997000	0.000000
guaratingueta	2.969000	0.000000
guarayo	14.140000	0.000000
guarda	17.558000	0.052000
guarinoes	27.815000	0.000000
guarisamey	2.160000	0.048000
guaritico	2.787000	0.000000
guarungube	0.420000	0.000000
guarzo	13.811000	0.000000
guastalla	33.987000	0.009000
guatacuba	13.574000	0.000000
guato	0.441000	0.000000
guaviare	3.855000	0.000000
guaxaban	15.653000	0.000000
guaxenicos	17.885000	0.000000
guaxule	4.541000	0.016000
guayacundo	57.901000	0.000000
guayana	0.441000	0.000000
guayangareo	20.258000	0.018000
guayaquil	12.219000	0.000000
guaycura	1.007000	0.000000
guaygata	2.276000	0.000000
guaynabo	2.711000	0.000000
guaynia	1.836000	0.000000
guayupes	15.068000	0.000000
guazacapan	27.519000	0.000000
guazapayogliglas	3.795000	0.000000
guazhou	1.951000	0.004000
guazoco	0.561000	0.000000
guba	4.488000	0.000000
gubakha	5.912000	0.011000
gubbi_gubbi	0.366000	0.000000
gubbio	32.762000	1.925000
guben	16.910000	0.002000
gubio	18.920000	0.016000
gucheng	22.573000	0.004000
gucheng_jingzhou	23.339000	0.004000
gucheng_xi	12.324000	0.004000
gucheng_zhending	25.639000	0.004000
guchung	8.689000	0.004000
guchuntikka	0.701000	0.000000
gudamalani	136.370000	0.061000
gudur	61.200000	0.000000
gueiquesales	0.326000	0.000000
guelengdeng	6.283000	0.000000
guelma	26.042000	0.010000
gueme_sangan	13.367000	0.000000
guenoa	3.997000	0.000000
guentota	1.860000	0.000000
guerande	35.218000	0.009000
guercif	14.223000	0.009000
guereda	11.233000	0.000000
gueret	71.664000	0.015000
guettara	4.952000	0.000000
gugera	112.169000	0.000000
gugu_badhun	0.849000	0.000000
guhlkahende	0.444000	0.000000
gui	1.042000	0.000000
guiaquitas	1.450000	0.000000
guichi	81.897000	0.004000
guichita	0.780000	0.000000
guide	12.494000	0.004000
guidimouni	13.683000	0.000000
guidong	10.421000	0.004000
guihua	6.413000	0.004000
guiigu_yudxi	16.665000	0.018000
guildford	14.826000	0.000000
guiling	3.469000	0.004000
guimaraes	21.605000	0.227000
guiping	15.595000	0.004000
guiratinga	0.549000	0.000000
guire	4.949000	0.017000
guise	22.947000	0.009000
guishan	17.396000	0.004000
guishun	14.926000	0.004000
guixi_guangxin	107.591000	0.004000
guixin	26.804000	0.004000
guiyang_chenzhou	22.765000	0.004000
guiyang_hengyang	30.317000	0.004000
guizhou_guizhou	10.966000	0.004000
guizhou_xunzhou	16.000000	0.004000
gujou	27.818000	0.015000
gujrat	103.026000	0.000000
gulang	27.189000	0.004000
gulbarga	78.647000	7.308000
gulbene	5.555000	0.000000
gulcha	34.157000	0.000000
guliang	27.736000	0.004000
gulidjan	0.179000	0.000000
gulin	15.077000	0.003000
gulistan	18.831000	0.009000
gulja	12.521000	0.008000
gulmi	32.534000	0.015000
gulshara	1.006000	0.000000
gulvau	0.561000	0.000000
gulya	0.157000	0.000000
guma	6.007000	0.008000
gumbaynggirr	0.573000	0.000000
gumbinnen	12.862000	0.012000
gumel	14.726000	0.016000
gummersbach	13.754000	0.002000
gumus	34.757000	0.004000
gumushane	25.361000	0.009000
guna	80.268000	0.000000
gunaaxoo	0.280000	0.000000
gunbalang	0.251000	0.000000
gunditjmara	0.414000	0.000000
gungabula	0.371000	0.000000
gunindiri	0.458000	0.000000
gunma	28.554000	0.005000
gunnaur	121.313000	0.000000
gunnedah	0.396000	0.000000
gunt	0.500000	0.000000
guntur	76.500000	0.000000
gunung_sahilan	2.978000	0.000000
gunung_sugih	16.355000	0.007000
gunupur	28.622000	0.000000
gunwinggu	0.258000	0.000000
gunza_anbamba	2.001000	0.000000
gunzburg	16.889000	0.013000
guochuan	4.370000	0.004000
guohuo	0.940000	0.004000
guolimu	1.076000	0.008000
guozhou	41.867000	0.004000
gura_galbenei	4.073000	0.008000
guramal	0.608000	0.000000
gurbillup	0.174000	0.000000
gureng_gureng	0.689000	0.000000
gurgaon	194.536000	0.000000
gurghiu	11.600000	0.009000
gurgueia	3.794000	0.000000
gurindji	0.936000	0.000000
guringai	0.405000	0.000000
gurkyang	10.021000	0.004000
gurramkonda	51.000000	0.000000
gurun	6.615000	0.000000
gurupatuba	0.229000	0.000000
gurupi	6.880000	0.000000
gusau	19.959000	0.016000
gushan	3.255000	0.004000
gushi	14.454000	0.004000
gustrow	37.662000	0.058000
gutian	123.521000	0.004000
gutti	59.136000	0.005000
guugu_yimidhirr	0.311000	0.000000
guvrel	0.157000	0.000000
guwa	0.678000	0.000000
guwahati	55.693000	0.011000
guwan	15.669000	0.004000
guwandhaang	0.740000	0.000000
guwevkabaya	0.180000	0.000000
guwinmal	0.572000	0.000000
guzelhisar	34.945000	0.040000
guzhang	24.665000	0.004000
guzhen	19.331000	0.004000
guzhou	14.982000	0.004000
guzor	7.631000	0.001000
gwa	9.426000	0.004000
gwaay_haanas	0.159000	0.000000
gwadar	4.146000	0.009000
gwalior	77.083000	9.578000
gwangju	54.709000	0.014000
gwaram	23.315000	0.016000
gwatar	3.993000	0.008000
gwenaska	0.870000	0.000000
gwiju	14.791000	0.009000
gyama	6.782000	0.004000
gyamda	2.559000	0.004000
gyanema	3.621000	0.004000
gyantse	7.135000	0.004000
gydo	0.013000	0.000000
gyeongju	42.562000	6.837000
gyeongseong	25.499000	0.031000
gynaikokastro	17.933000	0.008000
gyor	19.982000	0.008000
gytgomkyvamm	0.157000	0.000000
ha_va_nguon	23.606000	0.005000
haapai	1.049000	0.000000
habana	0.956000	0.000000
habban	3.313000	0.017000
habiyah	12.272000	0.009000
hacaritamas	17.174000	0.000000
hachberg	19.353000	0.013000
hacibektas	19.232000	0.005000
hackensack	3.430000	0.000000
hadamar	5.262000	0.000000
haderslev	11.490000	0.008000
hadiach	8.886000	0.006000
hadibu	8.719000	0.007000
hadishahr	4.693000	0.008000
haditha	10.639000	0.009000
hadiya	32.983000	0.018000
hadjer_haddid	12.174000	0.017000
hadong	9.404000	0.014000
haeju	26.396000	0.004000
haenam	7.262000	0.009000
haerhhana	7.090000	0.004000
hafar_al_batin	18.710000	0.004000
hafik	6.850000	0.000000
haga	24.211000	0.025000
hagenow	26.282000	0.003000
hagios_pavlos	3.997000	0.000000
haguenau	18.710000	0.009000
hagwilget	0.212000	0.000000
hahahae	7.776000	0.000000
hahatououadeba	2.077000	0.000000
hahawakpa	1.560000	0.000000
haifeng	8.907000	0.004000
haihaer	8.690000	0.004000
haikang	72.501000	0.004000
hail	2.094000	0.031000
hailang	4.581000	0.004000
hailar	13.685000	0.002000
hailing	120.188000	0.004000
hailun	33.335000	0.004000
haimen	103.675000	0.004000
haining	102.311000	0.004000
haiom	3.913000	0.000000
haisla	0.212000	0.000000
haiyan	581.950000	0.004000
haiyang	58.809000	0.004000
haiyuwel	1.310000	0.000000
haizhou_liaoyang	48.003000	0.004000
hajar	6.842000	0.015000
hajduszoboszlo	14.471000	0.008000
hajiabad	9.422000	0.018000
hajipur	196.048000	0.000000
hajjah	50.394000	0.145000
hajjiabad	2.456000	0.008000
hajjiabad_zarrindasht	3.320000	0.007000
hajner	128.270000	0.000000
hajnowka	7.829000	0.002000
hajo	44.537000	0.015000
hakata	24.938000	0.005000
hakha	10.055000	0.000000
hakkari	5.264000	0.009000
hala	28.532000	0.012000
halaban	3.045000	0.010000
halas	16.027000	0.008000
halberstadt	25.334000	1.067000
halchidoma	0.223000	0.000000
halden	2.482000	0.008000
haldensleben	18.360000	0.009000
haleri	88.292000	0.025000
halesi	18.660000	0.010000
hali	18.839000	0.000000
haliti	0.056000	0.000000
hall	14.707000	0.018000
halle_an_der_saale	25.760000	1.961000
hallein	20.395000	0.022000
hallingdal	0.593000	0.008000
halmstad	9.818000	0.008000
halona_idiwana	0.916000	0.044000
halshany	6.666000	0.000000
halych	12.858000	0.040000
hama	30.644000	0.009000
hamadan	21.263000	3.736000
hamar	5.267000	0.982000
hamaroy	0.344000	0.007000
hambantota	24.637000	0.012000
hambatus	24.317000	0.000000
hambukushu	4.562000	0.000000
hamburg	33.261000	2.711000
hamcumqua	0.081000	0.000000
hamdallaye	5.092000	0.000000
hamelin	24.063000	0.006000
hamenk	1.430000	0.000000
hamheung	37.591000	0.043000
hamhmam	0.958000	0.000000
hami	3.666000	0.004000
hamidiyeh	10.981000	0.008000
hamm	26.077000	0.012000
hammamet	27.889000	0.009000
hammerdal	1.007000	0.023000
hammerfest	0.180000	0.006000
hammershus	1.666000	0.008000
hamrange	5.987000	0.009000
hamtai	7.641000	0.000000
han	0.140000	0.000000
hanabana	2.421000	0.000000
hanagal	70.460000	0.000000
hanasaki	0.079000	0.000000
hanau	10.879000	0.016000
hanawa	26.884000	0.005000
hancheng	55.279000	0.004000
hanchuan	28.347000	0.004000
handan	55.519000	6.227000
handbord	5.890000	0.009000
handia	45.486000	0.000000
hangu	48.914000	0.000000
hangu_romania	6.675000	0.009000
hanguang	11.078000	0.004000
hangzhou	186.349000	6.227000
haniguayagua	1.500000	0.000000
hanimmei	20.410000	0.016000
hanle	3.111000	0.004000
hanol	26.451000	0.034000
hanover	33.118000	0.003000
hansan	8.049000	0.009000
hanshan	20.359000	0.004000
hansi	77.086000	0.000000
hantam	0.091000	0.000000
hanyang	24.203000	0.004000
hanyin	11.193000	0.004000
hanyuan	4.671000	0.004000
hanzawa	22.800000	0.005000
haomen	2.790000	0.004000
haorangi_atoll	0.135000	0.000000
hapcheon	9.026000	0.014000
hapsal	4.482000	0.022000
hapur	131.317000	0.000000
haql	3.765000	0.010000
harad_al_ahsa	30.416000	0.010000
harad_asir	69.776000	0.097000
haradok	8.564000	0.011000
harahey	0.280000	0.000000
harandzuvan	22.201000	0.000000
haranka	10.617000	0.007000
harar	24.208000	0.010000
harardhere	4.929000	0.007000
harat	3.160000	0.007000
harburg	20.483000	0.013000
harbuzynka	3.222000	0.005000
harcourt	44.262000	0.009000
harderwijk	15.239000	0.002000
hardoi	147.571000	0.000000
haresabad	1.882000	0.008000
hargan	18.673000	0.009000
hargaya	11.786000	0.008000
hargeisa	7.221000	0.007000
harib	28.592000	0.000000
harishpur	44.580000	0.005000
harlau	9.025000	0.009000
harlech	9.505000	0.008000
harlingen	11.322000	0.000000
harmancik	19.904000	0.000000
harnosand	1.986000	0.009000
harput	18.745000	0.000000
harran	11.518000	0.000000
harrand	137.030000	0.000000
harricana	0.106000	0.000000
harris	1.778000	0.024000
harro_walabu	12.857000	0.008000
harrow	13.970000	0.000000
harsova	5.325000	0.009000
harunabad	13.108000	0.008000
has	13.961000	0.009000
hasakah	9.959000	0.009000
hasankale	18.324000	0.009000
hasankeyf	34.600000	0.027000
hasar	13.765000	0.004000
hashatjin	7.780000	0.004000
hashtrud	12.006000	0.005000
haskaont	0.637000	0.000000
haskovo	14.063000	0.010000
hassan_karnataka	61.066000	0.000000
hasselt	18.230000	0.255000
hassfurt	17.085000	0.019000
hastings	20.540000	0.000000
hata	38.484000	1.833000
hatam	0.578000	0.000000
hatchie	8.273000	0.015000
